key,value,Hindi,Gujarati Text,Marathi Text,Telugu Text,
noEntrySent,You have not sent any entry!,आपने कोई एंट्री नहीं भेजी है!,તમે કોઈ એન્ટ્રી મોકલી નથી!,तुम्ही आत्तापर्यंत कोणतेही प्रवेशिका पाठवलेली नाही!,మీరు ఎలాంటి ఎంట్రీని పంపలేదు!,
noWinnerYet,Winners will be announced soon!,विजेताओं की घोषणा जल्द ही की जाएगी!,વિજેતાઓની જાહેરાત ટૂંક સમયમાં કરવામાં આવશે!,काही काळातच विजेत्यांची घोषणा केली जाईल!,విజేతలు త్వరలో ప్రకటించబడతారు!,
submissionRejected,Not Approved,अप्रूव नहीं किया गया,મંજૂર થયેલ નથી,अमान्य केलेले आहे,ఆమోదించబడలేదు,
resultsDeclared,Results Declared,नतीजे घोषित किए जाएंगे,પરિણામ જાહેર થઈ ગયા છે,निकाल घोषित झालेला आहे,ఫలితాలు ప్రకటించబడ్డాయి,
pastCompetitions,Past Competitions,पिछली प्रतियोगिताएँ के,ભૂતકાળની સ્પર્ધાઓ,मागील स्पर्धा,గతంలో జరిగిన పోటీలు,
myCertificates,My Certificates,"मेरे प्रमाणपत्र",મારા પ્રમાણપત્રો,माझी प्रशस्तिपत्रके,నా సర్టిఫికెట్లు,
activeCompetition,Active Competitions,"सक्रिय प्रतियोगिताएं",સક્રિય સ્પર્ધાઓ,सक्रिय स्पर्धा,యాక్టీవ్ పోటీలు,
participated,Participated,भाग लिया,ભાગ લીધેલ,सहभागी झालेले आहेत,పాల్గొన్నారు,
viewAll,View All,सभी को देखे,બધું જુઓ,संपूर्ण पहा,అన్నీ చూడండి,
allEntries,All Entries,सभी एंट्री,બધી એન્ટ્રીઓ,सर्व प्रवेशिका,అన్ని ఎంట్రీలు,
rankText,{{rank}} Position,{{rank}} पद,{{rank}} પદ,{{rank}} स्थिती,{{rank}} స్థితి,
noCertificateText,No certificates till now,अभी तक कोई सर्टिफिकेट नहीं है,અત્યાર સુધીમાં કોઈ પ્રમાણપત્ર નથી,आतापर्यंत कोणतेही प्रशस्तिपत्र मिळाले नाही,ఇప్పటి వరకు ఎలాంటి సర్టిఫికెట్లు లేవు,
noCertificateReadyText,Get ready to show your talent by sending your entries! 🏆🌟,अपनी एंट्री भेजकर अपनी प्रतिभा दिखाने के लिए तैयार हो जाइए!  🏆🌟,"તમારી એન્ટ્રી મોકલીને તમારી પ્રતિભા બતાવવા માટે તૈયાર થઈ જાવ!  🏆🌟
",तुमची एंट्री पाठवून तुमची प्रतिभा दाखवण्यासाठी तयार व्हा!  🏆🌟,మీ ఎంట్రీలను పంపడం ద్వారా మీ ప్రతిభను చూపించడానికి సిద్ధంగా ఉండండి!  🏆🌟,
viewCompetitions,View Competitions,प्रतियोगिताएं देखें,સ્પર્ધાઓ જુઓ,विविध स्पर्धा पहा,పోటీలను చూడండి,
entriesCount,{{submissionCount}} entries received,{{submissionCount}} एंट्री प्राप्त हुईं,{{submissionCount}} એન્ટ્રીઓ આવી છે,{{submissionCount}} प्रवेशिका प्राप्त झालेल्या आहेत,{{submissionCount}} ఎంట్రీలు స్వీకరించబడ్డాయి,
sendEntry,Send Entry,एंट्री भेजें,એન્ટ્રી મોકલો,प्रवेशिका पाठवा,ఎంట్రీని పంపండి,
contestPeriod,Contest period- {{startDate}} - {{endDate}},प्रतियोगिता अवधि- {{startDate}} - {{endDate}},સ્પર્ધાનો સમયગાળો- {{startDate}} - {{endDate}},प्रश्नमंजुषेचा कालावधी - {{startDate}} - {{endDate}},పోటీ కాలం- {{startDate}} - {{endDate}},
